,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
131185,201405020050,2014,5,2,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Slovyansk,48.851688,37.613808,1.0,1,,"05/02/2014: Assailants abducted four journalists in Slovyansk, Donetsk oblast, Ukraine. The British and American journalists, who worked for CBS News, Buzzfeed and SkyNews were released later that day. No group claimed responsibility for the incident; however, sources attributed the kidnapping to the Donetsk People's Republic.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,10,Journalists & Media,55.0,Television Journalist/Staff/Facility,CBS News,News Team,217.0,United States,10.0,Journalists & Media,56.0,Other (including online news agencies),BuzzFeed; Sky News,Journalists,217.0,United States,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,1.0,4.0,1.0,3.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,4.0,,"""Separatists release SkyNews and CBS journalists in Slovyansk,"" InterpressNews, May 2, 2014.","""WorldViews: CBS News crew held in Ukraine by pro-Russia militants,"" Washington Post, May 2, 2014.","""European security official decries attacks on journalists in Ukraine,"" Los Angeles Times, May 2, 2014.",START Primary Collection,0,1,1,1,
131186,201405020051,2014,5,2,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Stakhanov,48.566666999999995,38.65,1.0,0,,"05/02/2014: Assailants seized a town hall in Stakhanov city, Luhansk oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the attack to the Luhansk People's Republic.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government of Stakhanov,Town Hall,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""AFP Lists 'More Than a Dozen Towns' Held by Pro-Russian Rebels in East Ukraine,"" AFP (North European Service), May 3, 2014.",,,START Primary Collection,0,1,0,1,
131193,201405020060,2014,5,2,,1,,214,Ukraine,9,Eastern Europe,Donetsk,Horlivka,48.327225,38.025673,1.0,0,,"05/02/2014: Assailants abducted a Georgian citizen, Vasili Budik, in Horlivka city, Donetsk oblast, Ukraine. The hostage was released unharmed on July 29, 2014. The Donbass People's militia of the Donetsk People's Republic claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68.0,Named Civilian,Not Applicable,Civilian: Vasili Budik,74.0,Georgia,,,,,,,,,,,,,,,,,Donetsk People's Republic,Donbass People's Militia,,,,,,0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,1.0,0.0,,88.0,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,1.0,,"""Kyiv Post Names 24 People Currently Held by Donetsk Oblast Militants,"" Kyiv Post Online, May 5, 2014.","""UNIAN  Georgian citizen abducted in Gorlovka, Donetsk district,"" InterpressNews, May 2, 2014.","""Former Horlivka prisoner recalls tortures, killings and intimate talks with captor,"" Analysts for Change, August 5, 2014.",START Primary Collection,0,1,1,1,
131198,201405020065,2014,5,2,,0,,214,Ukraine,9,Eastern Europe,Odessa,Odessa,46.482744,30.722678000000002,1.0,0,,"05/02/2014: Assailants attacked soccer fans participating in a pro-Ukraine rally in Odessa city, Odessa oblast, Ukraine. At least three people were killed in the fighting. No group claimed responsibility for the incident; however, sources attributed the attack to the Pro-Russia militia.",1,1,1,0.0,,,0.0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,Unknown,Pro-Ukraine Rally,214.0,Ukraine,,,,,,,,,,,,,,,,,Pro-Russia Militia,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,12,Other,,,,,,,,,,,,,,,Rocks and stones were used in the attack.,3.0,0.0,,,0.0,,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Struggle for control in Ukraine continues back east,"" Columbus Dispatch, May 4, 2014.","""Dozens killed as Ukraine launches assault on pro-Russian insurgency,"" Denver Post, May 3, 2014.",,START Primary Collection,0,0,0,0,
131201,201405020069,2014,5,2,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Slovyansk,48.851688,37.613808,1.0,0,,"05/02/2014: Assailants attacked a military position in Slovyansk city, Donetsk oblast, Ukraine. Two soldiers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,9,Unknown,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Ukraine says two soldiers killed near Slaviansk after rebel attack,"" Reuters, May 2, 2014.","""Ukraine says two soldiers killed near Slaviansk after rebel attack,"" Reuters India, May 2, 2014.",,START Primary Collection,0,1,0,1,
131203,201405020071,2014,5,2,,1,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,,"05/02/2014: Assailants abducted a Donetsk activist in Donetsk city, Donetsk oblast, Ukraine. The whereabouts of the activist, Mykola Yakubovysch, remain unknown. No group claimed responsibility for the incident; however sources attributed it to the Donetsk People's Republic.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,Unknown,Activist: Mykola Yakubovysch,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0,,,,,1.0,1.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,,"""Kyiv Post Names 24 People Currently Held by Donetsk Oblast Militants,"" Kyiv Post Online, May 5, 2014.",,,START Primary Collection,0,1,0,1,
131204,201405020072,2014,5,2,,0,,214,Ukraine,9,Eastern Europe,Odessa,Odessa,46.482308,30.723309999999998,1.0,0,,"05/02/2014: Assailants set the House of Trade Unions building on fire in Odessa city, Odessa oblast, Ukraine. Pro-Russian supporters inside the building returned fire. At least 42 people were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Right Sector.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,82.0,Labor Union Related,House of Trade Unions,Building,214.0,Ukraine,,,,,,,,,,,,,,,,,Right Sector,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,8.0,Incendiary,18.0,Arson/Fire,,,,,,,,,,42.0,0.0,,,0.0,,1,3.0,Minor (likely < $1 million),-99.0,The House of Trade Unions building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""Struggle for control in Ukraine continues back east,"" Columbus Dispatch, May 4, 2014.","""Ukraine expands military assault,"" NEWS.com.au, May 4, 2014.","""Cosatu condemns attack on trade union building in Ukraine,"" Citizen.co.za, May 8, 2014.",START Primary Collection,0,0,0,0,
131244,201405030059,2014,5,3,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Unknown,48.574040999999994,39.307815000000005,4.0,0,,"05/03/2014: Assailants attacked a military unit in Luhansk oblast, Ukraine. No additional information is available.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Armed Forces of Ukraine,Unit 3505,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,Stun grenades and automatic firearms were used in the attack.,,0.0,,,0.0,,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""FYI -- Gunmen Attack Ukrainian Military Unit in Luhansk,"" UNIAN, May 3, 2014.",,,START Primary Collection,-9,-9,0,-9,
131257,201405030087,2014,5,3,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Kramatorsk,48.730804,37.574596,1.0,0,,"05/03/2014: Assailants set fire to buses in Kramatorsk, Donetsk oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the incident to the Donetsk People's Republic.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,19,Transportation,99.0,Bus (excluding tourists),Unknown,Buses,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unknown number of buses were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Kiev Pushes Ahead With Mission To Retake Cities,"" Sky News, May 4, 2014.",,,START Primary Collection,0,1,0,1,
131258,201405030089,2014,5,3,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Melekino,46.959666,37.388728,1.0,0,,"05/03/2014: Assailants abducted five Ukrainian soldiers from Melekino village, Donetsk oblast, Ukraine. The victims were released on May 4, 2014 after having been held for a few hours. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Armed Forces of Ukraine,Soldiers,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,5.0,0.0,-99.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,5.0,,"""Kyiv Post Names 24 People Currently Held by Donetsk Oblast Militants,"" Kyiv Post Online, May 5, 2014.",,,START Primary Collection,0,1,0,1,
131259,201405030090,2014,5,3,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Luhansk,48.581534999999995,39.355545,1.0,0,,"05/03/2014: Masked gunmen abducted two people in Luhansk city, Luhansk oblast, Ukraine. The victims, Oleksiy Bida and Anna Mokrousova, were held at the Security Service of Ukraine (SBU) building before being released several hours later. No group claimed responsibility for the incident; however, sources attributed the abduction to the Luhansk People's Republic.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68.0,Named Civilian,Not Applicable,"Civilians: Oleksiy Bida, Anna Mokrousova",214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,2.0,0.0,-99.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,2.0,,"""Kyiv Post Names 24 People Currently Held by Donetsk Oblast Militants,"" Kyiv Post Online, May 5, 2014.",,,START Primary Collection,0,1,0,1,
131288,201405040041,2014,5,4,,0,,214,Ukraine,9,Eastern Europe,Odessa,Odessa,46.481438,30.723309999999998,1.0,0,,"05/04/2014: Assailants stormed police headquarters in Odessa city, Odessa oblast, Ukraine. There were no reports of casualties in the attack, but windows were broken. No group claimed responsibility for the incident; however, sources attributed it to the Pro-Russia militia. Sources reported that the assailants were seeking the release of people who had been arrested in connection with the violence in Odessa on May 2, 2014.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Militsiya,Odessa Police Station,214.0,Ukraine,,,,,,,,,,,,,,,,,Pro-Russia Militia,,,,,,,0.0,,,0,3000.0,0.0,0.0,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Sticks were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police station was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""AFP: Around 3,000 Pro-Russian Militants Attack Police HQ in Ukraine's Odessa,"" AFP (North European Service), May 4, 2014.","""Ukraine police station in Odessa attacked,"" Al Jazeera, May 4, 2014.","""Pro-Russians storm police station in Odessa, Ukraine,"" Turkish Press, May 4, 2014.",START Primary Collection,0,0,0,0,
131307,201405040111,2014,5,4,,1,,214,Ukraine,9,Eastern Europe,Donetsk,Novohrodivka,48.201366,37.338959,1.0,0,,"05/04/2014: Assailants broke into the private residence of a city councilor and abducted six men in Novohrodivka, Donetsk oblast, Ukraine. Three of the victims were tortured and released the following day, on May 5, 2014. The remaining three hostages were tortured and then released on May 6, 2014. No group claimed responsibility; however, sources attributed the attack to the Donetsk People's Republic.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Government of Novohrodivka,City Council Member,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,1.0,6.0,0.0,,2.0,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,6.0,,"""Ukraine,"" Kyiv Post Online, May 15, 2014.","""Kyiv Post Names 24 People Currently Held by Donetsk Oblast Militants,"" Kyiv Post Online, May 5, 2014.",,START Primary Collection,0,1,0,1,
131355,201405050062,2014,5,5,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Slovyansk,48.851688,37.613808,1.0,0,The incident occurred in the Semyonvka neighborhood,"05/05/2014: Assailants attacked a Ukrainian military convoy in the Semyonvka suburb of Slovyansk city, Donetsk oblast, Ukraine. At least 35 people, including assailants, civilians and soldiers, were killed and 33 others were injured in the ensuing clash. The Donetsk People's Republic claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Armed Forces of Ukraine,Convoy,214.0,Ukraine,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,214.0,Ukraine,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,1.0,5.0,Note left at scene,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,35.0,0.0,31.0,33.0,0.0,3.0,1,3.0,Minor (likely < $1 million),-99.0,Several buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Ukraine says more than 30 separatists killed in Slaviansk fighting,"" Reuters, May 6, 2014.","""Ukraine soldiers killed in Slovyansk clashes,"" Al Jazeera, May 5, 2014.","""Ukraine troops ambushed by pro-Russia gunmen in eastern town; 14 die,"" Los Angeles Times, May 6, 2014.",START Primary Collection,0,1,0,1,
131357,201405050065,2014,5,5,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Slovyansk,48.851688,37.613808,1.0,1,,"05/05/2014: Assailants opened fire on a Ukrainian Mi-24 helicopter near Slovyansk city, Donetsk oblast, Ukraine. Although the helicopter was shot down, the pilots managed to survive the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,31.0,Military Aircraft,Ukrainian Air Force,Mi-24 Helicopter,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,1,4.0,Unknown,-99.0,A helicopter was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Ukraine soldiers killed in Slovyansk clashes,"" Al Jazeera, May 5, 2014.","""Four Ukrainian troops killed in military operation near Slavyansk,"" Xinhua General News Service, May 5, 2014.","""CNN: Heavy clashes reported as Ukrainian forces tackle pro-Russian separatists,"" Focus Bulgaria, May 5, 2014.",START Primary Collection,0,1,0,1,
131361,201405050079,2014,5,5,,0,,214,Ukraine,9,Eastern Europe,Luhansk,Slavyanoserbsk,48.69664,38.983349,1.0,0,,"05/05/2014: Assailants attacked a police regional administration building in Slavyanoserbsk town, Luhansk oblast, Ukraine. One police chief was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Southeastern Army of the Luhansk People's Republic.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Militsiya,Regional Administration Office,214.0,Ukraine,,,,,,,,,,,,,,,,,Luhansk People's Republic,Southeastern Army,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,9.0,Melee,27.0,Unknown Weapon Type,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,-9,,,,It is unknown if a building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""FYI -- Gunmen Attack Police Administration in Luhansk Oblast Town,"" UNIAN, May 5, 2014.",,,START Primary Collection,0,1,0,1,
131407,201405060082,2014,5,6,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Donetsk,47.981646999999995,37.762325,1.0,0,,"05/06/2014: Approximately 30 assailants attacked an Interior Ministry base in Donetsk city, Donetsk oblast, Ukraine. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to the Donetsk People's Republic.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Internal Troops (VV),Base,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,Grenade launchers and automatic rifles were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,It is unknown if the assailants discharged their weapons during the attack.,"""Ukraine tightens cordon around rebel city in east, at least 34 killed in clashes,"" Financial Express, May 6, 2014.",,,START Primary Collection,0,1,0,1,
131412,201405060088,2014,5,6,,0,,214,Ukraine,9,Eastern Europe,Donetsk,Dobropillya,48.419957000000004,37.052242,1.0,0,,"05/06/2014: Assailants stormed a military enlistment office in Dobropillya district, Donetsk oblast, Ukraine. Three soldiers were abducted in the attack. The soldiers were released later that day after negotiations. The Donetsk People's Republic claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,4,Military,28.0,Military Recruiting Station/Academy,Armed Forces of Ukraine,Enlistment Office,214.0,Ukraine,,,,,,,,,,,,,,,,,Donetsk People's Republic,,,,,,,0.0,,,0,10.0,0.0,1.0,8.0,Personal claim,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,3.0,0.0,-99.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,3.0,,"""Donetsk militants release three abducted Ukrainian servicemen,"" Interfax-Ukraine, May 7, 2014.",,,START Primary Collection,0,1,0,1,
131417,201405060094,2014,5,6,,1,,214,Ukraine,9,Eastern Europe,Donetsk,Horlivka,48.327225,38.025673,1.0,0,,"05/06/2014: Assailants kidnapped Serhiy Chernyshov in Horlivka city, Donetsk oblast, Ukraine. Chernyshov, the acting head of the district police, was injured. The outcome of the abduction is unknown. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,3,Police,25.0,Police Security Forces/Officers,Militsiya,Acting Head of District Police Department: Serhiy Chernyshov,214.0,Ukraine,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,1.0,1.0,0.0,,-99.0,,,-9.0,,,,,It is unknown if a ransom was demanded in this kidnapping.,7.0,Unknown,-99.0,,"""Police official wounded, abducted in Ukraine's Horlivka,"" BBC Monitoring Kiev Unit Supplied by BBC Worldwide Monitoring, May 6, 2014.",,,START Primary Collection,-9,-9,0,-9,
